Timestamp,Value,Value,Value
27/04/2013 11:03:50,-31.822613,28.760767,0
27/04/2013 11:03:19,-31.822613,28.760767,0
27/04/2013 11:02:50,-31.822618,28.760765,1.553552
27/04/2013 11:02:18,-31.822147,28.760867,0.460312
27/04/2013 11:01:46,-31.821828,28.759933,6.202699
27/04/2013 11:01:15,-31.82104,28.760268,0.069047
27/04/2013 11:00:45,-31.821033,28.760207,0
27/04/2013 11:00:14,-31.821008,28.76012,0
27/04/2013 10:59:43,-31.82101,28.76012,0
27/04/2013 10:59:12,-31.82101,28.76012,0
27/04/2013 10:58:41,-31.82101,28.76012,0
27/04/2013 10:58:10,-31.82101,28.76012,0
27/04/2013 10:57:39,-31.82101,28.760122,0
27/04/2013 10:57:15,-31.82101,28.760122,0
27/04/2013 10:56:38,-31.82101,28.760122,0
27/04/2013 10:56:06,-31.82101,28.760122,0
27/04/2013 10:55:35,-31.82101,28.760122,0
27/04/2013 10:55:05,-31.821008,28.760113,0
27/04/2013 10:54:34,-31.82101,28.760115,0
27/04/2013 10:54:03,-31.82101,28.760115,0
27/04/2013 10:53:32,-31.82101,28.760115,0
27/04/2013 10:53:01,-31.82101,28.760115,0
27/04/2013 10:52:30,-31.82101,28.760115,0
27/04/2013 10:51:59,-31.821013,28.760113,0
27/04/2013 10:51:28,-31.821015,28.760113,0
27/04/2013 10:50:57,-31.821015,28.760113,0
27/04/2013 10:50:26,-31.821015,28.760113,0
27/04/2013 10:49:54,-31.821015,28.760113,0
27/04/2013 10:49:24,-31.821015,28.760113,0
27/04/2013 10:48:53,-31.821015,28.760113,0
27/04/2013 10:48:22,-31.821027,28.760158,1.024193
27/04/2013 10:47:51,-31.821055,28.760223,0
27/04/2013 10:47:20,-31.82105,28.760237,0
27/04/2013 10:46:49,-31.82105,28.760235,0
27/04/2013 10:46:18,-31.821048,28.760237,0
27/04/2013 10:45:47,-31.821047,28.760238,0
27/04/2013 10:45:28,-31.821045,28.760242,0
27/04/2013 10:45:26,-31.821045,28.76024,0
27/04/2013 10:45:24,-31.821037,28.760232,0
27/04/2013 10:42:18,-31.819663,28.761272,7.34197
27/04/2013 10:42:14,-31.819888,28.762043,6.432855
27/04/2013 10:42:12,-31.819818,28.76217,0
27/04/2013 10:42:10,-31.81963,28.762257,15.075205
27/04/2013 10:30:40,-31.796272,28.744892,36.50271
27/04/2013 10:30:09,-31.790722,28.744982,41.980418
27/04/2013 10:29:39,-31.787483,28.742913,11.968102
27/04/2013 10:29:08,-31.786373,28.74221,10.057808
27/04/2013 10:28:47,-31.784698,28.741172,45.271646
27/04/2013 10:28:46,-31.781392,28.738078,29.586528
27/04/2013 10:28:44,-31.777208,28.73738,49.460481
27/04/2013 10:28:41,-31.770438,28.734703,56.572296
27/04/2013 10:26:32,-31.763875,28.730503,62.970627
27/04/2013 10:26:02,-31.75763,28.725802,54.708034
27/04/2013 10:25:30,-31.756115,28.721592,1.565059
27/04/2013 10:24:59,-31.756117,28.721595,0
27/04/2013 10:24:28,-31.756117,28.721595,0
27/04/2013 10:23:57,-31.756115,28.721597,0
27/04/2013 10:23:26,-31.756113,28.721598,0
27/04/2013 10:23:06,-31.756112,28.721602,0
27/04/2013 10:20:08,-31.756175,28.721478,1.047209
27/04/2013 10:19:37,-31.756157,28.72147,0
27/04/2013 10:19:05,-31.756157,28.72147,0
